Index,SYT,FlipSYT,FlipFoundQ,RootCount,FlipRootCount,Distance,SameRootsQ,Reason
122879,"{{1, 3, 6, 11, 14}, {2, 5, 9, 15}, {4, 8, 13}, {7, 10}, {12}}","{{1, 3, 4, 8, 9}, {2, 5, 6, 12}, {7, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
123077,"{{1, 3, 6, 11, 14}, {2, 5, 8, 15}, {4, 9, 13}, {7, 10}, {12}}","{{1, 3, 4, 9, 12}, {2, 5, 6, 11}, {7, 13, 14}, {8, 15}, {10}}",False,,,,False,FlipSYTNotFound
123325,"{{1, 3, 9, 10, 14}, {2, 5, 11, 15}, {4, 7, 13}, {6, 8}, {12}}","{{1, 3, 4, 8, 10}, {2, 5, 7, 12}, {6, 9, 14}, {11, 15}, {13}}",False,,,,False,FlipSYTNotFound
123349,"{{1, 3, 9, 10, 14}, {2, 5, 11, 15}, {4, 6, 13}, {7, 8}, {12}}","{{1, 3, 4, 8, 9}, {2, 5, 7, 12}, {6, 10, 14}, {11, 15}, {13}}",False,,,,False,FlipSYTNotFound
123388,"{{1, 2, 8, 10, 14}, {3, 5, 11, 15}, {4, 7, 13}, {6, 9}, {12}}","{{1, 3, 4, 9, 10}, {2, 5, 7, 12}, {6, 8, 13}, {11, 15}, {14}}",False,,,,False,FlipSYTNotFound
123412,"{{1, 3, 8, 10, 14}, {2, 5, 11, 15}, {4, 7, 13}, {6, 9}, {12}}","{{1, 3, 4, 9, 10}, {2, 5, 7, 12}, {6, 8, 14}, {11, 15}, {13}}",False,,,,False,FlipSYTNotFound
123426,"{{1, 4, 8, 9, 14}, {2, 5, 11, 12}, {3, 7, 15}, {6, 13}, {10}}","{{1, 3, 5, 6, 10}, {2, 4, 9, 13}, {7, 8, 11}, {12, 14}, {15}}",False,,,,False,FlipSYTNotFound
123433,"{{1, 4, 8, 10, 14}, {2, 5, 11, 15}, {3, 7, 13}, {6, 9}, {12}}","{{1, 3, 4, 9, 10}, {2, 5, 7, 13}, {6, 8, 14}, {11, 15}, {12}}",False,,,,False,FlipSYTNotFound
123596,"{{1, 4, 8, 10, 12}, {2, 6, 9, 15}, {3, 11, 13}, {5, 14}, {7}}","{{1, 2, 5, 9, 11}, {3, 6, 7, 10}, {4, 12, 13}, {8, 14}, {15}}",False,,,,False,FlipSYTNotFound
123684,"{{1, 3, 4, 10, 14}, {2, 7, 11, 15}, {5, 8, 13}, {6, 9}, {12}}","{{1, 3, 4, 10, 14}, {2, 5, 7, 11}, {6, 8, 13}, {9, 15}, {12}}",False,,,,False,FlipSYTNotFound
123773,"{{1, 3, 6, 8, 14}, {2, 5, 11, 12}, {4, 9, 15}, {7, 13}, {10}}","{{1, 3, 5, 6, 9}, {2, 4, 7, 12}, {8, 10, 11}, {13, 14}, {15}}",False,,,,False,FlipSYTNotFound
123801,"{{1, 3, 4, 9, 14}, {2, 7, 11, 15}, {5, 8, 13}, {6, 10}, {12}}","{{1, 3, 4, 10, 14}, {2, 5, 6, 11}, {7, 8, 13}, {9, 15}, {12}}",False,,,,False,FlipSYTNotFound
123965,"{{1, 3, 8, 9, 14}, {2, 5, 11, 15}, {4, 7, 13}, {6, 10}, {12}}","{{1, 3, 4, 9, 10}, {2, 5, 6, 12}, {7, 8, 14}, {11, 15}, {13}}",False,,,,False,FlipSYTNotFound
124040,"{{1, 4, 8, 9, 12}, {2, 6, 10, 15}, {3, 11, 13}, {5, 14}, {7}}","{{1, 2, 5, 9, 11}, {3, 6, 8, 10}, {4, 12, 13}, {7, 14}, {15}}",False,,,,False,FlipSYTNotFound
124043,"{{1, 4, 8, 9, 14}, {2, 5, 11, 15}, {3, 7, 13}, {6, 10}, {12}}","{{1, 3, 4, 9, 10}, {2, 5, 6, 13}, {7, 8, 14}, {11, 15}, {12}}",False,,,,False,FlipSYTNotFound
124072,"{{1, 4, 5, 7, 14}, {2, 6, 11, 12}, {3, 8, 15}, {9, 13}, {10}}","{{1, 3, 5, 6, 13}, {2, 4, 7, 14}, {8, 10, 12}, {9, 15}, {11}}",False,,,,False,FlipSYTNotFound
124131,"{{1, 5, 6, 9, 12}, {2, 8, 10, 15}, {3, 11, 13}, {4, 14}, {7}}","{{1, 2, 5, 9, 12}, {3, 6, 8, 11}, {4, 10, 13}, {7, 14}, {15}}",False,,,,False,FlipSYTNotFound
124153,"{{1, 3, 4, 8, 14}, {2, 7, 11, 15}, {5, 9, 13}, {6, 10}, {12}}","{{1, 3, 4, 10, 14}, {2, 5, 6, 11}, {7, 9, 13}, {8, 15}, {12}}",False,,,,False,FlipSYTNotFound
124196,"{{1, 3, 5, 8, 14}, {2, 6, 11, 15}, {4, 9, 13}, {7, 10}, {12}}","{{1, 3, 4, 9, 14}, {2, 5, 6, 12}, {7, 10, 13}, {8, 15}, {11}}",False,,,,False,FlipSYTNotFound
124241,"{{1, 3, 5, 7, 14}, {2, 8, 11, 15}, {4, 9, 13}, {6, 10}, {12}}","{{1, 3, 4, 10, 14}, {2, 5, 6, 12}, {7, 11, 13}, {8, 15}, {9}}",False,,,,False,FlipSYTNotFound
124267,"{{1, 3, 6, 8, 12}, {2, 9, 10, 15}, {4, 11, 13}, {5, 14}, {7}}","{{1, 2, 5, 9, 14}, {3, 6, 7, 11}, {4, 10, 12}, {8, 13}, {15}}",False,,,,False,FlipSYTNotFound
124413,"{{1, 3, 6, 8, 14}, {2, 4, 11, 15}, {5, 7, 13}, {9, 10}, {12}}","{{1, 3, 4, 7, 14}, {2, 5, 6, 11}, {8, 9, 12}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
124433,"{{1, 5, 6, 8, 12}, {2, 7, 10, 15}, {3, 11, 13}, {4, 14}, {9}}","{{1, 2, 5, 7, 12}, {3, 6, 9, 11}, {4, 10, 13}, {8, 14}, {15}}",False,,,,False,FlipSYTNotFound
124652,"{{1, 3, 7, 10, 14}, {2, 5, 9, 15}, {4, 8, 13}, {6, 11}, {12}}","{{1, 3, 4, 8, 10}, {2, 5, 7, 12}, {6, 11, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
124664,"{{1, 3, 6, 10, 15}, {2, 5, 9, 12}, {4, 8, 14}, {7, 13}, {11}}","{{1, 2, 3, 5, 9}, {4, 7, 8, 12}, {6, 10, 11}, {13, 14}, {15}}",False,,,,False,FlipSYTNotFound
124665,"{{1, 3, 8, 10, 14}, {2, 4, 9, 15}, {5, 6, 13}, {7, 11}, {12}}","{{1, 3, 4, 9, 11}, {2, 5, 7, 10}, {6, 12, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
124668,"{{1, 3, 8, 10, 14}, {2, 5, 9, 15}, {4, 7, 13}, {6, 11}, {12}}","{{1, 3, 4, 9, 10}, {2, 5, 7, 12}, {6, 11, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
124773,"{{1, 3, 4, 10, 14}, {2, 5, 9, 15}, {6, 8, 13}, {7, 11}, {12}}","{{1, 3, 4, 8, 9}, {2, 5, 7, 10}, {6, 13, 14}, {11, 15}, {12}}",False,,,,False,FlipSYTNotFound
124786,"{{1, 3, 6, 10, 14}, {2, 5, 9, 15}, {4, 8, 13}, {7, 11}, {12}}","{{1, 3, 4, 8, 9}, {2, 5, 7, 12}, {6, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
124986,"{{1, 3, 6, 10, 14}, {2, 5, 8, 15}, {4, 9, 13}, {7, 11}, {12}}","{{1, 3, 4, 9, 12}, {2, 5, 7, 11}, {6, 13, 14}, {8, 15}, {10}}",False,,,,False,FlipSYTNotFound
125107,"{{1, 2, 5, 10, 14}, {3, 4, 6, 15}, {7, 9, 13}, {8, 11}, {12}}","{{1, 3, 4, 8, 13}, {2, 5, 7, 9}, {6, 12, 15}, {10, 14}, {11}}",False,,,,False,FlipSYTNotFound
125121,"{{1, 3, 6, 7, 12}, {2, 8, 9, 15}, {4, 11, 13}, {5, 14}, {10}}","{{1, 2, 5, 6, 14}, {3, 7, 8, 11}, {4, 10, 12}, {9, 13}, {15}}",False,,,,False,FlipSYTNotFound
125167,"{{1, 4, 5, 10, 15}, {2, 6, 8, 12}, {3, 7, 14}, {9, 13}, {11}}","{{1, 2, 3, 5, 13}, {4, 7, 9, 14}, {6, 8, 12}, {10, 15}, {11}}",False,,,,False,FlipSYTNotFound
125253,"{{1, 4, 5, 7, 14}, {2, 6, 10, 12}, {3, 11, 15}, {8, 13}, {9}}","{{1, 3, 5, 7, 13}, {2, 4, 8, 14}, {6, 10, 12}, {9, 11}, {15}}",False,,,,False,FlipSYTNotFound
125284,"{{1, 3, 8, 9, 14}, {2, 5, 10, 15}, {4, 7, 13}, {6, 11}, {12}}","{{1, 3, 4, 9, 10}, {2, 5, 8, 12}, {6, 11, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
125293,"{{1, 3, 8, 9, 14}, {2, 4, 10, 15}, {5, 6, 13}, {7, 11}, {12}}","{{1, 3, 4, 9, 11}, {2, 5, 8, 10}, {6, 12, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
125294,"{{1, 4, 5, 10, 15}, {2, 6, 7, 12}, {3, 8, 14}, {9, 13}, {11}}","{{1, 2, 3, 5, 13}, {4, 7, 10, 14}, {6, 8, 12}, {9, 15}, {11}}",False,,,,False,FlipSYTNotFound
125343,"{{1, 3, 5, 6, 14}, {2, 7, 10, 12}, {4, 11, 15}, {8, 13}, {9}}","{{1, 3, 5, 7, 12}, {2, 4, 8, 14}, {6, 9, 13}, {10, 11}, {15}}",False,,,,False,FlipSYTNotFound
125419,"{{1, 3, 4, 9, 14}, {2, 7, 10, 15}, {5, 8, 13}, {6, 11}, {12}}","{{1, 3, 4, 10, 14}, {2, 5, 8, 11}, {6, 9, 13}, {7, 15}, {12}}",False,,,,False,FlipSYTNotFound
125426,"{{1, 3, 6, 9, 15}, {2, 5, 10, 12}, {4, 8, 14}, {7, 13}, {11}}","{{1, 2, 3, 5, 9}, {4, 6, 8, 12}, {7, 10, 11}, {13, 14}, {15}}",False,,,,False,FlipSYTNotFound
125434,"{{1, 3, 5, 9, 14}, {2, 6, 10, 15}, {4, 8, 13}, {7, 11}, {12}}","{{1, 3, 4, 9, 14}, {2, 5, 8, 12}, {6, 10, 13}, {7, 15}, {11}}",False,,,,False,FlipSYTNotFound
125442,"{{1, 3, 5, 9, 14}, {2, 4, 10, 15}, {6, 8, 13}, {7, 11}, {12}}","{{1, 3, 4, 9, 14}, {2, 5, 8, 10}, {6, 11, 12}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
125482,"{{1, 3, 7, 9, 14}, {2, 4, 10, 15}, {5, 6, 13}, {8, 11}, {12}}","{{1, 3, 4, 8, 11}, {2, 5, 9, 10}, {6, 12, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
125522,"{{1, 3, 4, 9, 14}, {2, 5, 10, 15}, {6, 7, 13}, {8, 11}, {12}}","{{1, 3, 4, 8, 14}, {2, 5, 9, 10}, {6, 11, 13}, {7, 15}, {12}}",False,,,,False,FlipSYTNotFound
125540,"{{1, 3, 4, 8, 14}, {2, 7, 10, 15}, {5, 9, 13}, {6, 11}, {12}}","{{1, 3, 4, 10, 14}, {2, 5, 7, 11}, {6, 9, 13}, {8, 15}, {12}}",False,,,,False,FlipSYTNotFound
125626,"{{1, 2, 3, 10, 12}, {4, 7, 9, 15}, {5, 8, 13}, {6, 14}, {11}}","{{1, 2, 5, 8, 10}, {3, 6, 7, 11}, {4, 9, 15}, {12, 14}, {13}}",False,,,,False,FlipSYTNotFound
125703,"{{1, 2, 5, 8, 14}, {3, 6, 9, 12}, {4, 11, 15}, {7, 13}, {10}}","{{1, 3, 5, 6, 12}, {2, 4, 9, 15}, {7, 10, 13}, {8, 11}, {14}}",False,,,,False,FlipSYTNotFound
125709,"{{1, 3, 6, 8, 15}, {2, 5, 10, 12}, {4, 9, 14}, {7, 13}, {11}}","{{1, 2, 3, 5, 9}, {4, 6, 7, 12}, {8, 10, 11}, {13, 14}, {15}}",False,,,,False,FlipSYTNotFound
125713,"{{1, 3, 4, 6, 14}, {2, 8, 10, 15}, {5, 9, 13}, {7, 11}, {12}}","{{1, 3, 4, 9, 14}, {2, 5, 7, 11}, {6, 12, 13}, {8, 15}, {10}}",False,,,,False,FlipSYTNotFound
125833,"{{1, 2, 4, 10, 12}, {3, 5, 9, 15}, {6, 7, 13}, {8, 14}, {11}}","{{1, 2, 5, 8, 10}, {3, 6, 7, 13}, {4, 9, 15}, {11, 14}, {12}}",False,,,,False,FlipSYTNotFound
125934,"{{1, 3, 7, 8, 14}, {2, 4, 10, 15}, {5, 6, 13}, {9, 11}, {12}}","{{1, 3, 4, 7, 11}, {2, 5, 9, 10}, {6, 12, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
126177,"{{1, 4, 5, 7, 15}, {2, 6, 10, 12}, {3, 8, 14}, {9, 13}, {11}}","{{1, 2, 3, 5, 13}, {4, 6, 7, 14}, {8, 10, 12}, {9, 15}, {11}}",False,,,,False,FlipSYTNotFound
126186,"{{1, 3, 6, 9, 14}, {2, 5, 8, 15}, {4, 10, 13}, {7, 11}, {12}}","{{1, 3, 4, 9, 12}, {2, 5, 8, 11}, {6, 13, 14}, {7, 15}, {10}}",False,,,,False,FlipSYTNotFound
126674,"{{1, 4, 5, 10, 14}, {2, 6, 8, 12}, {3, 7, 15}, {9, 13}, {11}}","{{1, 3, 5, 9, 13}, {2, 4, 7, 14}, {6, 8, 12}, {10, 15}, {11}}",False,,,,False,FlipSYTNotFound
126692,"{{1, 2, 6, 8, 14}, {3, 5, 7, 15}, {4, 10, 13}, {9, 11}, {12}}","{{1, 3, 4, 7, 12}, {2, 5, 9, 11}, {6, 13, 15}, {8, 14}, {10}}",False,,,,False,FlipSYTNotFound
126942,"{{1, 2, 3, 5, 14}, {4, 6, 7, 15}, {8, 10, 13}, {9, 11}, {12}}","{{1, 3, 4, 7, 15}, {2, 5, 8, 12}, {6, 10, 14}, {9, 13}, {11}}",True,20,20,1.28593714319284673101E-1,False,DistanceAboveTolerance
127051,"{{1, 3, 6, 9, 14}, {2, 5, 7, 15}, {4, 8, 13}, {10, 11}, {12}}","{{1, 3, 4, 6, 12}, {2, 5, 8, 11}, {7, 13, 14}, {9, 15}, {10}}",False,,,,False,FlipSYTNotFound
127334,"{{1, 4, 5, 9, 15}, {2, 6, 8, 12}, {3, 7, 14}, {10, 13}, {11}}","{{1, 2, 3, 5, 13}, {4, 6, 9, 14}, {7, 8, 12}, {10, 15}, {11}}",False,,,,False,FlipSYTNotFound
127348,"{{1, 2, 6, 8, 14}, {3, 5, 7, 15}, {4, 9, 13}, {10, 11}, {12}}","{{1, 3, 4, 6, 12}, {2, 5, 9, 11}, {7, 13, 15}, {8, 14}, {10}}",False,,,,False,FlipSYTNotFound
127412,"{{1, 4, 5, 9, 15}, {2, 6, 7, 12}, {3, 8, 14}, {10, 13}, {11}}","{{1, 2, 3, 5, 13}, {4, 6, 10, 14}, {7, 8, 12}, {9, 15}, {11}}",False,,,,False,FlipSYTNotFound
127511,"{{1, 4, 5, 8, 15}, {2, 6, 9, 12}, {3, 7, 14}, {10, 13}, {11}}","{{1, 2, 3, 5, 13}, {4, 6, 9, 14}, {7, 10, 12}, {8, 15}, {11}}",False,,,,False,FlipSYTNotFound
127529,"{{1, 4, 5, 7, 14}, {2, 6, 10, 12}, {3, 8, 15}, {9, 13}, {11}}","{{1, 3, 5, 7, 13}, {2, 4, 6, 14}, {8, 10, 12}, {9, 15}, {11}}",False,,,,False,FlipSYTNotFound
127563,"{{1, 4, 5, 7, 15}, {2, 6, 9, 12}, {3, 8, 14}, {10, 13}, {11}}","{{1, 2, 3, 5, 13}, {4, 6, 8, 14}, {7, 10, 12}, {9, 15}, {11}}",False,,,,False,FlipSYTNotFound
127766,"{{1, 5, 8, 12, 14}, {2, 6, 10, 15}, {3, 9, 11}, {4, 13}, {7}}","{{1, 3, 5, 7, 9}, {2, 4, 10, 12}, {6, 11, 13}, {8, 14}, {15}}",False,,,,False,FlipSYTNotFound
127794,"{{1, 4, 5, 8, 15}, {2, 6, 7, 12}, {3, 9, 14}, {10, 13}, {11}}","{{1, 2, 3, 5, 13}, {4, 6, 10, 14}, {7, 9, 12}, {8, 15}, {11}}",False,,,,False,FlipSYTNotFound
128211,"{{1, 3, 4, 10, 15}, {2, 8, 9, 11}, {5, 12, 14}, {6, 13}, {7}}","{{1, 2, 3, 8, 9}, {4, 7, 10, 14}, {5, 11, 13}, {6, 12}, {15}}",False,,,,False,FlipSYTNotFound
128526,"{{1, 4, 5, 9, 14}, {2, 6, 8, 12}, {3, 7, 15}, {10, 13}, {11}}","{{1, 3, 5, 9, 13}, {2, 4, 6, 14}, {7, 8, 12}, {10, 15}, {11}}",False,,,,False,FlipSYTNotFound
128600,"{{1, 4, 5, 7, 14}, {2, 6, 9, 12}, {3, 8, 15}, {10, 13}, {11}}","{{1, 3, 5, 8, 13}, {2, 4, 6, 14}, {7, 10, 12}, {9, 15}, {11}}",False,,,,False,FlipSYTNotFound
128690,"{{1, 4, 7, 10, 11}, {2, 6, 12, 15}, {3, 9, 13}, {5, 14}, {8}}","{{1, 2, 7, 8, 11}, {3, 6, 9, 10}, {4, 12, 13}, {5, 14}, {15}}",False,,,,False,FlipSYTNotFound
128729,"{{1, 4, 5, 8, 14}, {2, 6, 9, 12}, {3, 7, 15}, {10, 13}, {11}}","{{1, 3, 5, 9, 13}, {2, 4, 6, 14}, {7, 10, 12}, {8, 15}, {11}}",False,,,,False,FlipSYTNotFound
128757,"{{1, 3, 6, 10, 11}, {2, 7, 12, 15}, {4, 9, 13}, {5, 14}, {8}}","{{1, 2, 7, 8, 14}, {3, 6, 9, 11}, {4, 10, 12}, {5, 13}, {15}}",False,,,,False,FlipSYTNotFound
129175,"{{1, 4, 8, 9, 11}, {2, 6, 12, 15}, {3, 10, 13}, {5, 14}, {7}}","{{1, 2, 6, 9, 11}, {3, 7, 8, 10}, {4, 12, 13}, {5, 14}, {15}}",False,,,,False,FlipSYTNotFound
129277,"{{1, 2, 4, 12, 14}, {3, 5, 8, 15}, {6, 7, 11}, {9, 13}, {10}}","{{1, 3, 5, 6, 10}, {2, 4, 7, 13}, {8, 9, 15}, {11, 14}, {12}}",False,,,,False,FlipSYTNotFound
129317,"{{1, 3, 4, 10, 14}, {2, 8, 9, 11}, {5, 12, 15}, {6, 13}, {7}}","{{1, 3, 7, 8, 9}, {2, 4, 10, 14}, {5, 11, 13}, {6, 12}, {15}}",False,,,,False,FlipSYTNotFound
129334,"{{1, 2, 5, 12, 14}, {3, 4, 7, 15}, {6, 8, 11}, {9, 13}, {10}}","{{1, 3, 5, 6, 10}, {2, 4, 7, 13}, {8, 12, 15}, {9, 14}, {11}}",False,,,,False,FlipSYTNotFound
129357,"{{1, 6, 7, 8, 11}, {2, 9, 12, 15}, {3, 10, 13}, {4, 14}, {5}}","{{1, 2, 6, 10, 11}, {3, 7, 9, 12}, {4, 8, 13}, {5, 14}, {15}}",False,,,,False,FlipSYTNotFound
129529,"{{1, 3, 6, 10, 14}, {2, 5, 7, 11}, {4, 12, 15}, {8, 13}, {9}}","{{1, 3, 7, 11, 12}, {2, 4, 8, 14}, {5, 9, 13}, {6, 10}, {15}}",False,,,,False,FlipSYTNotFound
129553,"{{1, 2, 4, 12, 14}, {3, 5, 9, 15}, {6, 7, 10}, {8, 13}, {11}}","{{1, 3, 5, 8, 10}, {2, 4, 6, 13}, {7, 9, 15}, {11, 14}, {12}}",False,,,,False,FlipSYTNotFound
129559,"{{1, 4, 5, 10, 14}, {2, 6, 7, 11}, {3, 12, 15}, {8, 13}, {9}}","{{1, 3, 7, 10, 13}, {2, 4, 8, 14}, {5, 9, 12}, {6, 11}, {15}}",False,,,,False,FlipSYTNotFound
129695,"{{1, 3, 4, 9, 14}, {2, 8, 10, 11}, {5, 12, 15}, {6, 13}, {7}}","{{1, 3, 6, 8, 9}, {2, 4, 10, 14}, {5, 11, 13}, {7, 12}, {15}}",False,,,,False,FlipSYTNotFound
129853,"{{1, 2, 4, 6, 11}, {3, 7, 12, 15}, {5, 10, 13}, {8, 14}, {9}}","{{1, 2, 6, 7, 15}, {3, 8, 11, 13}, {4, 9, 12}, {5, 10}, {14}}",False,,,,False,FlipSYTNotFound
129864,"{{1, 2, 4, 12, 14}, {3, 5, 8, 15}, {6, 7, 10}, {9, 13}, {11}}","{{1, 3, 5, 7, 10}, {2, 4, 6, 13}, {8, 9, 15}, {11, 14}, {12}}",False,,,,False,FlipSYTNotFound
129928,"{{1, 3, 5, 12, 14}, {2, 6, 8, 15}, {4, 7, 9}, {10, 13}, {11}}","{{1, 3, 5, 9, 12}, {2, 4, 6, 14}, {7, 10, 15}, {8, 13}, {11}}",False,,,,False,FlipSYTNotFound
129956,"{{1, 2, 4, 12, 14}, {3, 6, 8, 15}, {5, 7, 9}, {10, 13}, {11}}","{{1, 3, 5, 9, 11}, {2, 4, 6, 13}, {7, 10, 15}, {8, 14}, {12}}",False,,,,False,FlipSYTNotFound
130018,"{{1, 2, 5, 12, 14}, {3, 4, 7, 15}, {6, 8, 9}, {10, 13}, {11}}","{{1, 3, 5, 8, 10}, {2, 4, 6, 13}, {7, 12, 15}, {9, 14}, {11}}",False,,,,False,FlipSYTNotFound
130254,"{{1, 5, 8, 11, 14}, {2, 6, 10, 15}, {3, 9, 12}, {4, 13}, {7}}","{{1, 3, 6, 7, 9}, {2, 4, 10, 12}, {5, 11, 13}, {8, 14}, {15}}",False,,,,False,FlipSYTNotFound
130288,"{{1, 4, 5, 6, 15}, {2, 7, 8, 11}, {3, 12, 14}, {9, 13}, {10}}","{{1, 2, 3, 6, 13}, {4, 7, 9, 14}, {5, 8, 12}, {10, 11}, {15}}",False,,,,False,FlipSYTNotFound
130448,"{{1, 2, 5, 9, 14}, {3, 4, 8, 11}, {6, 12, 15}, {7, 13}, {10}}","{{1, 3, 6, 9, 13}, {2, 4, 8, 15}, {5, 10, 12}, {7, 11}, {14}}",False,,,,False,FlipSYTNotFound
130461,"{{1, 4, 5, 9, 14}, {2, 6, 7, 11}, {3, 12, 15}, {8, 13}, {10}}","{{1, 3, 6, 10, 13}, {2, 4, 8, 14}, {5, 9, 12}, {7, 11}, {15}}",False,,,,False,FlipSYTNotFound
130697,"{{1, 2, 4, 11, 14}, {3, 5, 10, 15}, {6, 7, 12}, {8, 13}, {9}}","{{1, 3, 6, 7, 10}, {2, 4, 8, 13}, {5, 9, 15}, {11, 14}, {12}}",False,,,,False,FlipSYTNotFound
130728,"{{1, 4, 8, 9, 10}, {2, 6, 12, 15}, {3, 11, 13}, {5, 14}, {7}}","{{1, 2, 5, 9, 11}, {3, 7, 8, 10}, {4, 12, 13}, {6, 14}, {15}}",False,,,,False,FlipSYTNotFound
130797,"{{1, 5, 6, 9, 10}, {2, 8, 12, 15}, {3, 11, 13}, {4, 14}, {7}}","{{1, 2, 5, 9, 12}, {3, 7, 8, 11}, {4, 10, 13}, {6, 14}, {15}}",False,,,,False,FlipSYTNotFound
131157,"{{1, 2, 3, 6, 14}, {4, 5, 7, 11}, {8, 12, 15}, {9, 13}, {10}}","{{1, 3, 6, 11, 12}, {2, 4, 7, 15}, {5, 8, 14}, {9, 13}, {10}}",False,,,,False,FlipSYTNotFound
131251,"{{1, 2, 5, 9, 14}, {3, 4, 8, 10}, {6, 12, 15}, {7, 13}, {11}}","{{1, 3, 5, 9, 13}, {2, 4, 8, 15}, {6, 10, 12}, {7, 11}, {14}}",False,,,,False,FlipSYTNotFound
131404,"{{1, 2, 4, 6, 10}, {3, 7, 12, 15}, {5, 11, 13}, {8, 14}, {9}}","{{1, 2, 5, 7, 15}, {3, 8, 11, 13}, {4, 9, 12}, {6, 10}, {14}}",False,,,,False,FlipSYTNotFound
131446,"{{1, 2, 4, 11, 14}, {3, 5, 9, 15}, {6, 7, 12}, {8, 13}, {10}}","{{1, 3, 6, 8, 10}, {2, 4, 7, 13}, {5, 9, 15}, {11, 14}, {12}}",False,,,,False,FlipSYTNotFound
131690,"{{1, 2, 3, 6, 15}, {4, 5, 7, 9}, {8, 12, 14}, {10, 13}, {11}}","{{1, 2, 3, 5, 12}, {4, 6, 11, 15}, {7, 8, 14}, {9, 13}, {10}}",False,,,,False,FlipSYTNotFound
131726,"{{1, 2, 3, 5, 15}, {4, 6, 7, 8}, {9, 12, 14}, {10, 13}, {11}}","{{1, 2, 3, 5, 12}, {4, 6, 10, 15}, {7, 9, 14}, {8, 13}, {11}}",False,,,,False,FlipSYTNotFound
131925,"{{1, 3, 6, 10, 15}, {2, 5, 9, 11}, {4, 8, 14}, {7, 13}, {12}}","{{1, 2, 3, 4, 9}, {5, 7, 8, 12}, {6, 10, 11}, {13, 14}, {15}}",False,,,,False,FlipSYTNotFound
131980,"{{1, 2, 3, 6, 14}, {4, 5, 7, 10}, {8, 12, 15}, {9, 13}, {11}}","{{1, 3, 5, 11, 12}, {2, 4, 7, 15}, {6, 8, 14}, {9, 13}, {10}}",False,,,,False,FlipSYTNotFound
132078,"{{1, 5, 6, 10, 14}, {2, 8, 11, 15}, {3, 9, 12}, {4, 13}, {7}}","{{1, 3, 7, 9, 12}, {2, 4, 8, 11}, {5, 10, 13}, {6, 14}, {15}}",False,,,,False,FlipSYTNotFound
132155,"{{1, 2, 7, 10, 15}, {3, 4, 8, 11}, {5, 9, 14}, {6, 13}, {12}}","{{1, 2, 3, 4, 13}, {5, 7, 10, 15}, {6, 8, 11}, {9, 12}, {14}}",False,,,,False,FlipSYTNotFound
132301,"{{1, 2, 3, 6, 14}, {4, 5, 7, 8}, {9, 12, 15}, {10, 13}, {11}}","{{1, 3, 5, 11, 12}, {2, 4, 6, 15}, {7, 9, 14}, {8, 13}, {10}}",False,,,,False,FlipSYTNotFound
132388,"{{1, 4, 5, 10, 15}, {2, 6, 8, 11}, {3, 7, 14}, {9, 13}, {12}}","{{1, 2, 3, 4, 13}, {5, 7, 9, 14}, {6, 8, 12}, {10, 15}, {11}}",False,,,,False,FlipSYTNotFound
132475,"{{1, 4, 5, 10, 15}, {2, 6, 7, 11}, {3, 8, 14}, {9, 13}, {12}}","{{1, 2, 3, 4, 13}, {5, 7, 10, 14}, {6, 8, 12}, {9, 15}, {11}}",False,,,,False,FlipSYTNotFound
132582,"{{1, 5, 6, 9, 14}, {2, 8, 11, 15}, {3, 10, 12}, {4, 13}, {7}}","{{1, 3, 6, 9, 12}, {2, 4, 8, 11}, {5, 10, 13}, {7, 14}, {15}}",False,,,,False,FlipSYTNotFound
132679,"{{1, 3, 6, 9, 14}, {2, 7, 11, 15}, {4, 10, 12}, {5, 13}, {8}}","{{1, 3, 6, 8, 14}, {2, 4, 9, 11}, {5, 10, 12}, {7, 13}, {15}}",False,,,,False,FlipSYTNotFound
132785,"{{1, 4, 5, 10, 14}, {2, 6, 8, 11}, {3, 7, 15}, {9, 13}, {12}}","{{1, 3, 4, 9, 13}, {2, 5, 7, 14}, {6, 8, 12}, {10, 15}, {11}}",False,,,,False,FlipSYTNotFound
132911,"{{1, 3, 6, 8, 15}, {2, 5, 10, 11}, {4, 9, 14}, {7, 13}, {12}}","{{1, 2, 3, 4, 9}, {5, 6, 7, 12}, {8, 10, 11}, {13, 14}, {15}}",False,,,,False,FlipSYTNotFound
132976,"{{1, 5, 6, 8, 14}, {2, 7, 11, 15}, {3, 10, 12}, {4, 13}, {9}}","{{1, 3, 6, 7, 12}, {2, 4, 9, 11}, {5, 10, 13}, {8, 14}, {15}}",False,,,,False,FlipSYTNotFound
